AÑO;CÓDIGO_MUNICIPIO;MUNICIPIO;CÓDIGO_DEPARTAMENTO;DEPARTAMENTO;CÓDIGO_ETC;ETC;POBLACIÓN_5_16;TASA_MATRICULACIÓN_5_16;COBERTURA_NETA;COBERTURA_NETA_TRANSICIÓN;COBERTURA_NETA_PRIMARIA;COBERTURA_NETA_SECUNDARIA;COBERTURA_NETA_MEDIA;COBERTURA_BRUTA;COBERTURA_BRUTA_TRANSICIÓN;COBERTURA_BRUTA_PRIMARIA;COBERTURA_BRUTA_SECUNDARIA;COBERTURA_BRUTA_MEDIA;DESERCIÓN;DESERCIÓN_TRANSICIÓN;DESERCIÓN_PRIMARIA;DESERCIÓN_SECUNDARIA;DESERCIÓN_MEDIA;APROBACIÓN;APROBACIÓN_TRANSICIÓN;APROBACIÓN_PRIMARIA;APROBACIÓN_SECUNDARIA;APROBACIÓN_MEDIA;REPROBACIÓN;REPROBACIÓN_TRANSICIÓN;REPROBACIÓN_PRIMARIA;REPROBACIÓN_SECUNDARIA;REPROBACIÓN_MEDIA;REPITENCIA;REPITENCIA_TRANSICIÓN;REPITENCIA_PRIMARIA;REPITENCIA_SECUNDARIA;REPITENCIA_MEDIA
2024;25535;Pasca;25;Cundinamarca;3785;Cundinamarca (ETC);2008;100.15%;100.15%;62.42%;84.04%;101.76%;64.94%;115.89%;106.37%;94.03%;136.51%;131.32%;2.1%;2.4%;1.69%;2.5%;1.86%;94.71%;0.6%;96.88%;91.8%;95.96%;3.19%;0.6%;1.43%;5.71%;2.17%;9.24%;14.37%;6.37%;12.25%;5.59%
2024;25530;Paratebueno;25;Cundinamarca;3785;Cundinamarca (ETC);2192;86.77%;86.77%;42.86%;80.69%;73.38%;41.14%;96.08%;62.24%;100.21%;106.9%;81.08%;5%;9.84%;3.41%;7.1%;2.4%;95%;0%;96.59%;92.9%;97.6%;0%;0%;0%;0%;0%;10.87%;4.1%;9.37%;15.8%;5.29%
2024;25524;Pandi;25;Cundinamarca;3785;Cundinamarca (ETC);977;77.79%;77.79%;40%;76.98%;66.77%;48.08%;88.84%;69.41%;90.17%;91.22%;91.03%;2.4%;8.47%;1.34%;2.71%;1.92%;97.48%;0%;98.66%;96.9%;98.08%;0.13%;0%;0%;0.39%;0%;5.04%;8.47%;3.49%;7.36%;2.88%
2024;25518;Paime;25;Cundinamarca;3785;Cundinamarca (ETC);853;56.74%;56.74%;44.26%;53.39%;45.64%;36.77%;64.6%;77.05%;65.19%;60.74%;65.81%;3.9%;2.13%;2.27%;7.51%;2.04%;95.17%;0%;96.36%;92.49%;95.92%;0.93%;0%;1.36%;0%;2.04%;4.28%;8.51%;3.18%;6.36%;1.02%
2024;25513;Pacho;25;Cundinamarca;3785;Cundinamarca (ETC);5046;80.42%;80.28%;50%;77.09%;68.62%;49.82%;89.87%;71.75%;89.38%;95.55%;88.19%;2.61%;2.44%;2.45%;3.32%;1.52%;94.01%;0%;95.8%;92.2%;92.07%;3.37%;0%;1.75%;4.48%;6.4%;6.84%;4.47%;5.18%;10.52%;3.81%
2024;25506;Venecia;25;Cundinamarca;3785;Cundinamarca (ETC);844;81.99%;81.99%;63.89%;73.95%;73.55%;41.01%;92.77%;73.61%;86.83%;106.88%;89.93%;2.11%;1.89%;2.29%;1.92%;2.17%;92.69%;0%;94.77%;88.08%;95.65%;5.2%;0%;2.94%;10%;2.17%;11.67%;1.89%;9.8%;17.69%;6.52%
2024;25491;Nocaima;25;Cundinamarca;3785;Cundinamarca (ETC);1046;75.24%;75.24%;30.53%;62.86%;76.19%;44.05%;84.23%;53.68%;74.05%;106.55%;83.93%;2.27%;1.96%;1.22%;3.21%;2.65%;93.3%;1.96%;97.87%;89.21%;91.15%;4.43%;1.96%;0.91%;7.58%;6.19%;7.78%;5.88%;6.69%;11.08%;1.77%
2024;25489;Nimaima;25;Cundinamarca;3785;Cundinamarca (ETC);600;68.33%;68.33%;45.83%;65.73%;64.53%;41.58%;77.17%;50%;72.98%;87.68%;79.21%;2.61%;8.33%;1.12%;2.53%;4.92%;92.18%;0%;94.41%;89.87%;91.8%;5.21%;0%;4.47%;7.59%;3.28%;5.92%;4.17%;4.47%;9.49%;1.64%
2024;25488;Nilo;25;Cundinamarca;3785;Cundinamarca (ETC);1702;83.61%;83.49%;46.99%;71.93%;84.41%;49.18%;92.07%;68.67%;83.29%;115.78%;84.43%;3.69%;7.55%;2.07%;5.27%;1.91%;96.31%;0%;97.93%;94.73%;98.09%;0%;0%;0%;0%;0%;8.36%;5.66%;10.6%;9.33%;0%
2024;25486;Nemocón;25;Cundinamarca;3785;Cundinamarca (ETC);3228;98.23%;98.02%;65.15%;92.41%;87.73%;50.4%;103.87%;84.04%;104.75%;119.78%;81.4%;4.17%;2.02%;3.49%;6.31%;1.63%;88.22%;1.52%;90.65%;80.75%;96.41%;7.61%;1.52%;5.87%;12.94%;1.96%;10.17%;4.55%;8.33%;15.29%;5.23%
2024;25483;Nariño;25;Cundinamarca;3785;Cundinamarca (ETC);412;64.08%;64.08%;53.13%;62.87%;56.12%;40.54%;70.87%;78.13%;70.66%;69.78%;70.27%;2.14%;0%;0%;4.26%;4.65%;97.86%;0%;100%;95.74%;95.35%;0%;0%;0%;0%;0%;5.71%;0%;2.54%;13.83%;0%
2024;25473;Mosquera;25;Cundinamarca;10857;Mosquera;27514;99.06%;98.51%;68.97%;99.55%;86.61%;61.13%;103.59%;91.44%;110.01%;106.01%;88.79%;2.5%;2.57%;2.17%;3.15%;1.91%;86.5%;1.09%;91.63%;76.32%;90.23%;11%;1.09%;6.2%;20.54%;7.86%;9.81%;4.12%;7.36%;15.95%;5.34%
2024;25438;Medina;25;Cundinamarca;3785;Cundinamarca (ETC);1909;72.55%;72.55%;36.42%;62.5%;68.25%;52.01%;80.98%;53.7%;74.39%;94.31%;85.57%;4.86%;4.6%;3.16%;7.81%;2.34%;89.17%;0%;91.86%;82.53%;95.79%;5.97%;0%;4.98%;9.67%;1.87%;8.4%;2.3%;5.32%;15.24%;2.34%
2024;25436;Manta;25;Cundinamarca;3785;Cundinamarca (ETC);547;74.41%;74.41%;47.5%;68.44%;71.35%;38.14%;84.28%;52.5%;76.89%;98.92%;86.6%;1.14%;0%;0%;1.14%;4.48%;87.64%;0%;93.06%;79.55%;91.04%;11.21%;0%;6.94%;19.32%;4.48%;10.98%;4.76%;4.62%;21.02%;2.99%
2024;25430;Madrid;25;Cundinamarca;3785;Cundinamarca (ETC);24932;99.87%;99.73%;63.92%;99.26%;92.16%;57.61%;104.79%;80.91%;111.24%;113.19%;83.91%;5.4%;6.03%;5.09%;5.79%;5.14%;85.4%;0%;89.76%;77.45%;87.23%;9.2%;0%;5.15%;16.76%;7.64%;10.5%;3.69%;8.05%;16.4%;5.81%
2024;25426;Macheta;25;Cundinamarca;3785;Cundinamarca (ETC);1103;80.42%;80.42%;53.85%;78.49%;71.94%;45.41%;87.58%;66.67%;87.87%;98.72%;72.96%;1.82%;2.33%;0.59%;3.04%;1.53%;98.18%;0%;99.41%;96.96%;98.47%;0%;0%;0%;0%;0%;5.7%;0%;2.93%;10.22%;2.29%
2024;25407;Lenguazaque;25;Cundinamarca;3785;Cundinamarca (ETC);2418;84.78%;84.78%;51.5%;74.15%;83.38%;56%;90.53%;81.97%;85.96%;103.86%;81.71%;2.64%;2.37%;1.78%;3.73%;2.45%;96.19%;0.59%;97.5%;94.81%;95.45%;1.17%;0.59%;0.71%;1.46%;2.1%;7.37%;4.14%;5.83%;11.3%;3.5%
2024;25402;La Vega;25;Cundinamarca;3785;Cundinamarca (ETC);3393;86.3%;86.3%;53.66%;79.33%;78.86%;46.35%;96.7%;70.73%;94.62%;109.77%;88.87%;1.95%;1.12%;1.42%;2.94%;1.18%;97.84%;0%;98.25%;96.97%;98.58%;0.21%;0%;0.33%;0.09%;0.24%;8.35%;3.35%;7.18%;12.29%;3.31%
2024;25398;La Peña;25;Cundinamarca;3785;Cundinamarca (ETC);1006;71.57%;71.57%;25.32%;64.13%;70.14%;42.86%;81.51%;49.37%;77.64%;96.52%;75.43%;4.46%;2.56%;2.22%;7.67%;2.56%;93.25%;0%;95.89%;90.1%;93.16%;2.29%;0%;1.9%;2.24%;4.27%;7.52%;5.13%;7.91%;9.27%;2.56%
2024;25394;La Palma;25;Cundinamarca;3785;Cundinamarca (ETC);1657;68.8%;68.8%;36.15%;62.08%;63.86%;57.14%;77.01%;56.92%;69.61%;81.58%;96.24%;2.09%;2.7%;1.46%;3.44%;0.48%;97.66%;0%;98.54%;96.56%;98.1%;0.25%;0%;0%;0%;1.43%;3.84%;2.7%;3.34%;6.19%;0.48%
2024;25386;La Mesa;25;Cundinamarca;3785;Cundinamarca (ETC);5960;90.05%;89.95%;62.85%;85.96%;79.33%;56.62%;102.45%;79.12%;97.33%;105.66%;121.03%;3.58%;4.9%;3.4%;3.94%;2.53%;94.81%;0.35%;95.06%;93.86%;96.56%;1.61%;0.35%;1.54%;2.2%;0.9%;6.68%;3.85%;6%;9.81%;1.99%
2024;25377;La Calera;25;Cundinamarca;3785;Cundinamarca (ETC);5663;150.77%;147.11%;72.15%;143.08%;129.8%;94.79%;156%;139.91%;161.78%;161.43%;139.16%;3.85%;6.28%;2.54%;5.64%;2.3%;89.79%;1.05%;95.38%;81.15%;92.58%;6.36%;1.05%;2.08%;13.22%;5.12%;8.38%;3.14%;5.16%;16.02%;1.53%
2024;25372;Junín;25;Cundinamarca;3785;Cundinamarca (ETC);1052;63.5%;63.5%;53.95%;57.38%;55.38%;43.48%;72.24%;75%;63.57%;75.81%;83.7%;2.11%;0%;1.5%;2.65%;3.25%;94.8%;1.75%;95.51%;92.8%;95.93%;3.09%;1.75%;3%;4.55%;0.81%;5.34%;0%;2.62%;10.61%;2.44%
2024;25368;Jerusalén;25;Cundinamarca;3785;Cundinamarca (ETC);402;93.03%;93.03%;61.11%;68.54%;83.46%;52.46%;104.23%;86.11%;90.45%;136.22%;88.52%;3.32%;6.45%;3.75%;0.65%;8.7%;96.43%;0%;96.25%;99.35%;89.13%;0.26%;0%;0%;0%;2.17%;7.65%;3.23%;8.75%;9.03%;2.17%
2024;25339;Gutiérrez;25;Cundinamarca;3785;Cundinamarca (ETC);764;81.68%;81.68%;44.93%;80.86%;77.02%;41.46%;89.01%;68.12%;93.52%;100.4%;65.85%;0.78%;2.13%;0.33%;0.9%;1.37%;90.53%;0%;94.39%;82.81%;93.15%;8.7%;0%;5.28%;16.29%;5.48%;6.83%;2.13%;1.98%;14.93%;5.48%
2024;25335;Guayabetal;25;Cundinamarca;3785;Cundinamarca (ETC);1442;76.77%;76.63%;47.33%;75.5%;65.13%;41.43%;82.18%;55.33%;84.9%;92.84%;70.95%;2.27%;1.49%;0%;3.45%;6.52%;89.61%;0%;93.47%;84.62%;86.96%;8.11%;0%;6.53%;11.94%;6.52%;7.02%;2.99%;3.96%;11.38%;6.52%
2024;25328;Guayabal de Siquima;25;Cundinamarca;3785;Cundinamarca (ETC);835;79.76%;79.76%;57.35%;69.69%;79.57%;51.85%;87.9%;102.94%;77.05%;101.43%;80.74%;3.49%;17.14%;1.84%;1.83%;2.97%;91.2%;0%;95.96%;91.94%;82.18%;5.31%;0%;2.21%;6.23%;14.85%;4.61%;1.43%;2.21%;8.79%;1.98%
2024;25326;Guatavita;25;Cundinamarca;3785;Cundinamarca (ETC);1295;73.36%;73.36%;42.34%;61.02%;74.47%;52.83%;80.54%;68.47%;70.31%;94.09%;86.32%;2.74%;2.99%;2.69%;3.13%;1.84%;90.36%;0%;94.89%;83.81%;92.64%;6.9%;0%;2.42%;13.05%;5.52%;6.8%;1.49%;5.38%;9.4%;6.13%
2024;25324;Guataquí;25;Cundinamarca;3785;Cundinamarca (ETC);512;72.46%;72.46%;51.28%;60.19%;61.8%;49.44%;84.77%;105.13%;70.39%;102.81%;73.03%;2.01%;0%;1.4%;3.82%;0%;94.99%;0%;95.8%;91.72%;98.28%;3.01%;0%;2.8%;4.46%;1.72%;9.52%;4.88%;6.99%;15.92%;1.72%
2024;25322;Guasca;25;Cundinamarca;3785;Cundinamarca (ETC);3254;89.58%;89.43%;53.28%;81.8%;85.47%;52.17%;96.5%;79.93%;93.79%;112.01%;81.23%;3.12%;3.23%;2.25%;3.86%;3.46%;89.65%;1.61%;93.52%;84.64%;89.84%;7.23%;1.61%;4.24%;11.5%;6.7%;8.55%;6.99%;7.26%;12.13%;3.46%
2024;25320;Guaduas;25;Cundinamarca;3785;Cundinamarca (ETC);5330;81.13%;80.99%;50.23%;71.35%;75.33%;53.8%;92.03%;72.58%;84.75%;104.41%;94.78%;2.85%;5.08%;2.82%;2.67%;2.37%;87.87%;4.66%;92.65%;79.94%;92.9%;9.28%;4.66%;4.53%;17.39%;4.73%;8.16%;4.24%;7.87%;10.6%;4.53%
2024;25317;Guachetá;25;Cundinamarca;3785;Cundinamarca (ETC);3300;80.73%;80.7%;44.16%;73.31%;75.61%;39.96%;91.21%;63.09%;86.04%;113.8%;77.2%;1.62%;2.17%;0.99%;2.36%;1.27%;98.27%;0%;99.01%;97.64%;97.77%;0.11%;0%;0%;0%;0.96%;7.97%;3.8%;5.8%;12.38%;4.46%
2024;25312;Granada;25;Cundinamarca;3785;Cundinamarca (ETC);1657;84.97%;84.97%;58.99%;95.87%;59.27%;37.97%;93.9%;88.49%;110.54%;83.27%;74.81%;3.16%;2.83%;2.3%;4.03%;4.71%;96.84%;0%;97.7%;95.97%;95.29%;0%;0%;0%;0%;0%;10.62%;2.83%;6.32%;20.62%;8.24%
2024;25307;Girardot;25;Cundinamarca;3787;Girardot;18604;93.64%;93.49%;62.77%;87.56%;84.22%;62.78%;102.41%;82.19%;100.24%;107.51%;107.83%;4.05%;4.34%;3.85%;4.87%;2.62%;90.48%;0%;93.25%;84.69%;93.26%;5.47%;0%;2.9%;10.44%;4.12%;9.07%;3.08%;9.85%;10.64%;6.09%
2024;25299;Gama;25;Cundinamarca;3785;Cundinamarca (ETC);645;67.91%;67.91%;53.19%;66.67%;55.75%;52.78%;74.26%;87.23%;73.11%;72.12%;75.93%;0.88%;2.44%;0.52%;0.69%;1.3%;92.53%;2.44%;92.75%;88.89%;97.4%;6.59%;2.44%;6.74%;10.42%;1.3%;4.62%;4.88%;3.63%;6.94%;2.6%
2024;25297;Gachetá;25;Cundinamarca;3785;Cundinamarca (ETC);1540;85.26%;85.26%;52.07%;73.78%;79.5%;63.08%;97.21%;99.17%;81.16%;111.3%;107.31%;2.57%;2.5%;1.55%;3.43%;2.85%;90.19%;26.67%;93.62%;88.45%;96.34%;7.24%;26.67%;4.84%;8.12%;0.81%;6.4%;13.33%;4.06%;9.03%;2.03%
2024;25295;Gachancipá;25;Cundinamarca;3785;Cundinamarca (ETC);3928;102.01%;101.55%;70.03%;102.96%;87.69%;48.49%;110.03%;99.44%;117.62%;114.87%;86.01%;4.48%;6.25%;3.64%;6.32%;1.16%;81.54%;1.34%;84.22%;71.13%;91.86%;13.98%;1.34%;12.14%;22.55%;6.98%;13.19%;3.13%;13.27%;19.58%;1.55%
2024;25290;Fusagasugá;25;Cundinamarca;3786;Fusagasugá;26152;90.81%;90.79%;63.75%;89.53%;81.29%;56.73%;99.15%;84.16%;100.94%;103.25%;93.63%;3.77%;3.63%;3.17%;4.98%;2.57%;89.61%;0%;92.3%;84.86%;90.81%;6.62%;0%;4.53%;10.16%;6.62%;7.72%;1.37%;6.27%;11.87%;4.33%
2024;25288;Fúquene;25;Cundinamarca;3785;Cundinamarca (ETC);991;155.9%;155.9%;86.52%;122.8%;167.5%;107.45%;168.62%;116.85%;144.18%;214.38%;170.19%;1.22%;3.85%;0.99%;1.05%;1.15%;90.61%;0.96%;93.57%;86.51%;92.37%;8.17%;0.96%;5.44%;12.44%;6.49%;10.73%;7.69%;6.26%;17.54%;4.96%
2024;25286;Funza;25;Cundinamarca;10851;Funza (ETC);19502;91.72%;91.46%;67.39%;87.47%;83.03%;67.32%;97.63%;82.73%;95.6%;100.65%;103.97%;1.78%;3.04%;1.34%;2.19%;1.45%;88.16%;1.39%;93.98%;78.55%;89.28%;10.07%;1.39%;4.68%;19.27%;9.27%;7.19%;3.93%;5.08%;12.06%;3.55%
2024;25281;Fosca;25;Cundinamarca;3785;Cundinamarca (ETC);1335;81.72%;81.72%;54.87%;72.66%;71.36%;55.35%;91.01%;86.73%;86.24%;96.82%;93.95%;2.12%;4.08%;1.45%;1.57%;4.14%;93.82%;0%;94.19%;92.69%;94.08%;4.06%;0%;4.36%;5.74%;1.78%;5.3%;6.12%;5.81%;5.22%;3.55%
2024;25279;Fomeque;25;Cundinamarca;3785;Cundinamarca (ETC);2495;79.16%;79.16%;45%;79.22%;63.96%;47.3%;86.13%;79.09%;92.92%;84.26%;75.32%;3.93%;6.59%;2.54%;6.07%;2.26%;95.19%;0%;96.44%;92.68%;97.74%;0.87%;0%;1.02%;1.25%;0%;7.09%;4.19%;7.22%;9.5%;2.63%
2024;25269;Facatativá;25;Cundinamarca;10850;Facatativá;30262;77.87%;77.7%;61.8%;75.73%;69.31%;47.36%;84.54%;77.17%;84.94%;88.06%;80.26%;2.83%;3.34%;2.88%;3.07%;1.77%;88.3%;1.58%;91.71%;82%;90.78%;8.88%;1.58%;5.42%;14.93%;7.45%;8.91%;4.09%;8.13%;12.38%;4.74%
2024;25260;El Rosal;25;Cundinamarca;3785;Cundinamarca (ETC);5168;98.3%;98.08%;82.47%;101.01%;78.21%;45.96%;105.05%;107.19%;116.94%;104.16%;75.87%;4.33%;5.67%;3.96%;4.94%;2.92%;92.03%;0%;93.33%;88.76%;93.8%;3.64%;0%;2.72%;6.3%;3.28%;9.64%;3.33%;9.27%;13.47%;4.38%
2024;25258;El Peñón;25;Cundinamarca;3785;Cundinamarca (ETC);947;62.72%;62.72%;24.32%;54.66%;55.28%;46.15%;70.12%;51.35%;66.18%;75.78%;78.32%;2.12%;0%;1.12%;3.59%;2.35%;91.21%;2.63%;96.64%;82.96%;92.94%;6.68%;2.63%;2.24%;13.45%;4.71%;6.19%;10.53%;3.36%;11.21%;0%
2024;25245;El Colegio;25;Cundinamarca;3785;Cundinamarca (ETC);4475;84.76%;84.76%;50.85%;75.51%;76.94%;50.47%;94.3%;75.28%;89.34%;107.49%;88.69%;4.63%;5.77%;3.44%;6.81%;1.99%;88.22%;0.38%;93.19%;80.36%;91.3%;7.15%;0.38%;3.37%;12.83%;6.7%;9.67%;5%;8.04%;15.65%;1.45%
2024;25224;Cucunubá;25;Cundinamarca;3785;Cundinamarca (ETC);1796;80.12%;80.12%;32.22%;64.9%;87.23%;57.03%;88.03%;61.67%;75.37%;114.23%;90.63%;3.82%;5.41%;1.32%;5.97%;4.23%;95.13%;2.7%;97.7%;92.83%;95.77%;1.05%;2.7%;0.99%;1.19%;0%;6.98%;3.6%;3.95%;12.97%;0.94%
2024;25214;Cota;25;Cundinamarca;3785;Cundinamarca (ETC);7103;178.5%;177.43%;86.57%;168.95%;173.97%;143.71%;186.1%;118.69%;185.72%;200.7%;188.48%;2.95%;2.9%;2.35%;3.14%;4.39%;91.29%;0.97%;94.13%;86.93%;90.49%;5.76%;0.97%;3.52%;9.93%;5.12%;8.47%;4.83%;7.67%;11.96%;4.39%
2024;25200;Cogua;25;Cundinamarca;3785;Cundinamarca (ETC);4730;89.03%;88.96%;51.74%;82.6%;80.05%;51.65%;97.65%;82.09%;96.57%;109.04%;85.75%;2.74%;1.59%;1.79%;3.5%;4.18%;97.11%;0%;98.15%;96.19%;95.82%;0.14%;0%;0.07%;0.3%;0%;11.57%;4.38%;7.49%;19.32%;6.49%
2024;25183;Chocontá;25;Cundinamarca;3785;Cundinamarca (ETC);4989;75.07%;75.07%;53.83%;72.07%;66.46%;35.5%;83.26%;81.34%;83.47%;90.74%;68.55%;1.8%;4.93%;0.95%;2.28%;1.35%;91.91%;1.76%;96.27%;84.77%;96.62%;6.3%;1.76%;2.78%;12.95%;2.03%;9.3%;4.56%;6.07%;16.22%;3.38%
2024;25181;Choachí;25;Cundinamarca;3785;Cundinamarca (ETC);2149;81.25%;81.25%;53.29%;74.4%;69.95%;65.5%;95.21%;71.26%;85.32%;97.95%;123.99%;1.75%;7.56%;1.34%;1.34%;1.28%;95.27%;4.2%;95.45%;95.3%;97.44%;2.98%;4.2%;3.21%;3.36%;1.28%;4.62%;5.88%;4.95%;5.37%;1.92%
2024;25178;Chipaque;25;Cundinamarca;3785;Cundinamarca (ETC);2017;75.9%;75.9%;38.07%;69.15%;72.58%;40.68%;87.75%;65.91%;79.16%;104.55%;88.2%;1.94%;3.45%;2.5%;1.32%;1.03%;97.56%;0%;97.21%;97.86%;98.45%;0.5%;0%;0.29%;0.82%;0.52%;10.26%;3.45%;7.5%;17.27%;2.06%
2024;25175;Chía;25;Cundinamarca;10904;Chía;25572;108.3%;107.03%;64.02%;103%;97.13%;67.96%;117.18%;96.99%;116.71%;123.4%;114.81%;3.36%;2.98%;3.35%;3.83%;2.34%;88.51%;0%;90.89%;83.24%;91.42%;8.13%;0%;5.76%;12.92%;6.24%;8.12%;2.43%;7.25%;12.03%;3.09%
2024;25168;Chaguaní;25;Cundinamarca;3785;Cundinamarca (ETC);736;61.55%;61.55%;35.59%;56.39%;53.82%;42.28%;69.43%;52.54%;65.57%;76.31%;73.17%;5.38%;3.23%;5.53%;6.04%;4.23%;94.62%;0%;94.47%;93.96%;95.77%;0%;0%;0%;0%;0%;7.45%;6.45%;4.52%;12.09%;4.23%
2024;25154;Carmen de Carupa;25;Cundinamarca;3785;Cundinamarca (ETC);1670;65.93%;65.93%;48.53%;58.94%;66.61%;43.64%;70.06%;60.29%;66.09%;80.71%;63.27%;2.04%;2.44%;1.52%;2.11%;3.18%;97.96%;0%;98.48%;97.89%;96.82%;0%;0%;0%;0%;0%;7.18%;0%;5.19%;12.88%;1.27%
2024;25151;Caqueza;25;Cundinamarca;3785;Cundinamarca (ETC);3566;80.2%;80.12%;44.52%;75.69%;70.28%;46.37%;89.29%;79.68%;88.63%;98.79%;76.81%;2.4%;3.69%;1.76%;3.18%;1.58%;90.73%;0%;91.27%;87.56%;94.72%;6.87%;0%;6.97%;9.26%;3.69%;7%;1.38%;8.97%;7.3%;2.9%
2024;25148;Caparrapí;25;Cundinamarca;3785;Cundinamarca (ETC);2379;71.42%;71.42%;50%;65.33%;62.27%;50.38%;80.12%;69.1%;75.9%;84.52%;86.22%;3.42%;5.69%;1.64%;5.38%;2.83%;90.7%;0.81%;93.45%;86.62%;91.17%;5.88%;0.81%;4.91%;7.99%;6.01%;6.39%;1.63%;3.96%;11.09%;4.59%
2024;25126;Cajicá;25;Cundinamarca;3785;Cundinamarca (ETC);16982;85.94%;84.77%;49.52%;79.39%;77.58%;55.01%;91.47%;75.62%;91.37%;98.69%;85.59%;3.29%;4.69%;2.83%;4.21%;1.59%;90.61%;0%;93.62%;84.64%;94.18%;6.1%;0%;3.56%;11.14%;4.22%;7.66%;2.71%;6.53%;11.93%;2.63%
2024;25123;Cachipay;25;Cundinamarca;3785;Cundinamarca (ETC);1888;67.48%;67.48%;55.97%;63.95%;55.56%;37.22%;78.44%;75.47%;74.09%;85.51%;77.02%;5.27%;4.95%;2.05%;8.82%;7.19%;93.19%;0.99%;96.92%;88.24%;92.81%;1.54%;0.99%;1.03%;2.94%;0%;9.99%;13.86%;5.75%;16.84%;3.6%
2024;25120;Cabrera;25;Cundinamarca;3785;Cundinamarca (ETC);1175;66.13%;66.13%;43.69%;56.61%;60.52%;54.34%;73.28%;53.4%;63.81%;83.12%;91.33%;1.38%;3.64%;1.84%;0.71%;0.73%;93.75%;1.82%;96.63%;89.72%;94.89%;4.88%;1.82%;1.53%;9.57%;4.38%;2.25%;0%;3.37%;2.13%;0.73%
2024;25099;Bojacá;25;Cundinamarca;3785;Cundinamarca (ETC);2318;77.52%;77.52%;44.51%;73.4%;72.17%;44.99%;83.99%;61.54%;86.17%;93.27%;71.15%;2.36%;1.79%;1.65%;3.73%;1.33%;92.57%;0%;96.71%;85.59%;94.67%;5.07%;0%;1.65%;10.68%;4%;7.85%;2.68%;4.39%;15.59%;1.33%
2024;25095;Bituima;25;Cundinamarca;3785;Cundinamarca (ETC);398;102.76%;102.76%;64.71%;79.55%;106.4%;76.19%;107.79%;73.53%;93.75%;132%;117.46%;2.1%;4%;0.61%;3.03%;2.7%;91.14%;0%;95.15%;87.88%;87.84%;6.76%;0%;4.24%;9.09%;9.46%;6.99%;0%;3.64%;13.33%;2.7%
2024;25086;Beltrán;25;Cundinamarca;3785;Cundinamarca (ETC);359;85.24%;85.24%;34.48%;80.67%;70.83%;41.67%;96.1%;65.52%;97.33%;109.17%;81.67%;4.39%;15.79%;3.42%;3.45%;5.26%;95.61%;0%;96.58%;96.55%;94.74%;0%;0%;0%;0%;0%;4.39%;5.26%;5.48%;4.31%;0%
2024;25053;Arbeláez;25;Cundinamarca;3785;Cundinamarca (ETC);1937;81.16%;81.16%;60.4%;74.24%;73.76%;48.65%;90.91%;94.63%;87.63%;95.93%;87.09%;3.14%;8.46%;2.87%;2.3%;3.14%;94.44%;0.77%;93.49%;95.39%;96.47%;2.42%;0.77%;3.63%;2.3%;0.39%;6.47%;2.31%;6.96%;8.72%;1.96%
2024;25040;Anolaima;25;Cundinamarca;3785;Cundinamarca (ETC);2605;92.25%;91.59%;58.85%;88.77%;76.45%;46.87%;103.38%;89.47%;103.87%;112.29%;90.72%;4.05%;2.99%;3.06%;5.6%;3.95%;90.84%;4.19%;94.08%;85.62%;92.43%;5.11%;4.19%;2.86%;8.78%;3.62%;10.57%;2.99%;7.2%;18.7%;4.93%
2024;25035;Anapoima;25;Cundinamarca;3785;Cundinamarca (ETC);2699;91.55%;91.44%;64.07%;83.6%;80.9%;48.53%;99.78%;87.45%;98.07%;114.24%;81.72%;2.82%;3.61%;1.71%;4.49%;1.3%;96.58%;0%;98.29%;94.24%;97.73%;0.6%;0%;0%;1.27%;0.97%;7.91%;8.43%;7.53%;10.6%;1.3%
2024;25019;Albán;25;Cundinamarca;3785;Cundinamarca (ETC);1249;72.3%;72.3%;37.38%;67.97%;64.48%;32.88%;85.19%;75.7%;81.64%;100.24%;69.86%;7.29%;25.93%;2.68%;8.49%;6.78%;86.96%;0%;96.1%;80%;85.59%;5.75%;0%;1.22%;11.51%;7.63%;10.47%;6.17%;4.88%;20%;3.39%
2024;25001;Agua de Dios;25;Cundinamarca;3785;Cundinamarca (ETC);1949;73.73%;73.73%;38.3%;74.52%;65.4%;42.82%;81.27%;56.74%;86.75%;84.16%;73.02%;3.67%;8.7%;2.88%;4.32%;2.68%;90.34%;0%;95.34%;85.9%;90.63%;5.99%;0%;1.77%;9.77%;6.7%;10.69%;0%;11.97%;13.16%;4.46%
2024;23855;Valencia;23;Córdoba;3781;Córdoba (ETC);8588;83.2%;83.16%;47.63%;75.2%;70.95%;50.94%;89.74%;67.08%;93.36%;94.42%;81.49%;4.51%;2.51%;2.93%;5.97%;6.32%;89.01%;0.46%;91.86%;84.25%;89.21%;6.47%;0.46%;5.2%;9.78%;4.47%;10.43%;2.97%;11.04%;12.49%;6.57%
2024;23815;Tuchín;23;Córdoba;3781;Córdoba (ETC);14408;61.06%;61.03%;25.9%;54.92%;56.91%;32.32%;65.17%;38.93%;68.91%;72.51%;55.05%;3.07%;3.29%;3.08%;2.59%;4.21%;93.93%;0%;92.98%;94.61%;94.3%;3%;0%;3.94%;2.8%;1.49%;9.88%;10.06%;10.31%;10.76%;5.86%
